,DPD,Fecha,Ubigeo,Contagiados,Proyeccion,Fallecidos,Movilidad,Vacunados
LIMA-LIMA-PUEBLO LIBRE,LIMA-LIMA-PUEBLO LIBRE,2021-03-01 00:00:00,150121,39,55,7.0,-52.2,0.0
LIMA-LIMA-PUENTE PIEDRA,LIMA-LIMA-PUENTE PIEDRA,2021-03-01 00:00:00,150125,106,148,4.0,-52.2,542.0
LIMA-LIMA-PUNTA HERMOSA,LIMA-LIMA-PUNTA HERMOSA,2021-02-22 00:00:00,150126,13,11,0.0,-46.08571428571428,44.0
LIMA-LIMA-PUNTA NEGRA,LIMA-LIMA-PUNTA NEGRA,2021-03-01 00:00:00,150127,1,4,0.0,-52.2,0.0
LIMA-LIMA-RIMAC,LIMA-LIMA-RIMAC,2021-03-01 00:00:00,150128,80,68,7.0,-52.2,208.0
LIMA-LIMA-SAN BARTOLO,LIMA-LIMA-SAN BARTOLO,2021-03-01 00:00:00,150129,2,4,0.0,-52.2,0.0
LIMA-LIMA-SAN BORJA,LIMA-LIMA-SAN BORJA,2021-03-01 00:00:00,150130,58,64,4.0,-52.2,89.0
LIMA-LIMA-SAN ISIDRO,LIMA-LIMA-SAN ISIDRO,2021-03-01 00:00:00,150131,28,34,3.0,-52.2,5.0
LIMA-LIMA-SAN JUAN DE LURIGANCHO,LIMA-LIMA-SAN JUAN DE LURIGANCHO,2021-03-01 00:00:00,150132,438,316,31.0,-52.2,780.0
LIMA-LIMA-SAN JUAN DE MIRAFLORES,LIMA-LIMA-SAN JUAN DE MIRAFLORES,2021-03-01 00:00:00,150133,152,179,11.0,-52.2,119.0
LIMA-LIMA-SAN LUIS,LIMA-LIMA-SAN LUIS,2021-03-01 00:00:00,150134,27,34,3.0,-52.2,4.0
LIMA-LIMA-SAN MARTIN DE PORRES,LIMA-LIMA-SAN MARTIN DE PORRES,2021-03-01 00:00:00,150135,333,266,17.0,-52.2,1742.0
LIMA-LIMA-SAN MIGUEL,LIMA-LIMA-SAN MIGUEL,2021-03-01 00:00:00,150136,79,91,5.0,-52.2,63.0
LIMA-LIMA-SANTA ANITA,LIMA-LIMA-SANTA ANITA,2021-03-01 00:00:00,150137,111,97,6.0,-52.2,625.0
LIMA-LIMA-SANTA MARIA DEL MAR,LIMA-LIMA-SANTA MARIA DEL MAR,2021-03-01 00:00:00,150138,2,4,0.0,-52.2,0.0
LIMA-LIMA-SANTA ROSA,LIMA-LIMA-SANTA ROSA,2021-03-01 00:00:00,150139,3,7,0.0,-52.2,0.0
LIMA-LIMA-SANTIAGO DE SURCO,LIMA-LIMA-SANTIAGO DE SURCO,2021-03-01 00:00:00,150140,153,153,10.0,-52.2,250.0
LIMA-LIMA-SURQUILLO,LIMA-LIMA-SURQUILLO,2021-03-01 00:00:00,150141,70,81,1.0,-52.2,779.0
LIMA-LIMA-VILLA EL SALVADOR,LIMA-LIMA-VILLA EL SALVADOR,2021-03-01 00:00:00,150142,112,147,18.0,-52.2,1081.0
LIMA-LIMA-VILLA MARIA DEL TRIUNFO,LIMA-LIMA-VILLA MARIA DEL TRIUNFO,2021-03-01 00:00:00,150143,155,137,14.0,-52.2,63.0
LORETO-ALTO AMAZONAS-BALSAPUERTO,LORETO-ALTO AMAZONAS-BALSAPUERTO,2021-02-15 00:00:00,160202,2,2,0.0,-20.457142857142856,8.0
LORETO-ALTO AMAZONAS-JEBEROS,LORETO-ALTO AMAZONAS-JEBEROS,2021-03-01 00:00:00,160205,1,2,0.0,-27.2,3.0
LORETO-ALTO AMAZONAS-LAGUNAS,LORETO-ALTO AMAZONAS-LAGUNAS,2020-12-28 00:00:00,160206,1,8,0.0,-22.16,0.0
LORETO-ALTO AMAZONAS-SANTA CRUZ,LORETO-ALTO AMAZONAS-SANTA CRUZ,2021-02-22 00:00:00,160210,1,2,0.0,-19.685714285714287,21.0
LORETO-ALTO AMAZONAS-TENIENTE CESAR LOPEZ ROJAS,LORETO-ALTO AMAZONAS-TENIENTE CESAR LOPEZ ROJAS,2021-01-25 00:00:00,160211,1,1,0.0,-15.342857142857142,0.0
LORETO-ALTO AMAZONAS-YURIMAGUAS,LORETO-ALTO AMAZONAS-YURIMAGUAS,2021-03-01 00:00:00,160201,16,19,0.0,-27.2,55.0
LORETO-MAYNAS-ALTO NANAY,LORETO-MAYNAS-ALTO NANAY,2020-11-30 00:00:00,160102,1,0,0.0,-14.2,0.0
LORETO-MAYNAS-BELEN,LORETO-MAYNAS-BELEN,2021-03-01 00:00:00,160112,12,20,1.0,-44.0,0.0
LORETO-MAYNAS-FERNANDO LORES,LORETO-MAYNAS-FERNANDO LORES,2021-02-22 00:00:00,160103,2,4,0.0,-33.2,42.0
LORETO-MAYNAS-INDIANA,LORETO-MAYNAS-INDIANA,2021-03-01 00:00:00,160104,6,3,3.0,-44.0,0.0
LORETO-MAYNAS-IQUITOS,LORETO-MAYNAS-IQUITOS,2021-03-01 00:00:00,160101,25,46,7.0,-44.0,445.0
LORETO-MAYNAS-LAS AMAZONAS,LORETO-MAYNAS-LAS AMAZONAS,2021-02-22 00:00:00,160105,3,6,0.0,-33.2,0.0
LORETO-MAYNAS-MAZAN,LORETO-MAYNAS-MAZAN,2021-03-01 00:00:00,160106,1,3,0.0,-44.0,10.0
LORETO-MAYNAS-NAPO,LORETO-MAYNAS-NAPO,2021-03-01 00:00:00,160107,1,20,0.0,-44.0,8.0
LORETO-MAYNAS-PUNCHANA,LORETO-MAYNAS-PUNCHANA,2021-03-01 00:00:00,160108,36,137,1.0,-44.0,112.0
LORETO-MAYNAS-SAN JUAN BAUTISTA,LORETO-MAYNAS-SAN JUAN BAUTISTA,2021-03-01 00:00:00,160113,16,17,1.0,-44.0,9.0
LORETO-MAYNAS-TORRES CAUSANA,LORETO-MAYNAS-TORRES CAUSANA,2021-02-15 00:00:00,160110,1,11,0.0,-37.028571428571425,0.0
MADRE DE DIOS-TAMBOPATA-INAMBARI,MADRE DE DIOS-TAMBOPATA-INAMBARI,2021-03-01 00:00:00,170102,2,7,0.0,-35.6,2.0
MADRE DE DIOS-TAMBOPATA-LABERINTO,MADRE DE DIOS-TAMBOPATA-LABERINTO,2021-02-22 00:00:00,170104,1,1,0.0,-15.542857142857141,11.0
MADRE DE DIOS-TAMBOPATA-LAS PIEDRAS,MADRE DE DIOS-TAMBOPATA-LAS PIEDRAS,2021-03-01 00:00:00,170103,1,5,0.0,-35.6,0.0
MADRE DE DIOS-TAMBOPATA-TAMBOPATA,MADRE DE DIOS-TAMBOPATA-TAMBOPATA,2021-03-01 00:00:00,170101,41,39,2.0,-35.6,354.0
MOQUEGUA-MARISCAL NIETO-CARUMAS,MOQUEGUA-MARISCAL NIETO-CARUMAS,2021-03-01 00:00:00,180102,1,3,0.0,-67.2,1.0
MOQUEGUA-MARISCAL NIETO-CUCHUMBAYA,MOQUEGUA-MARISCAL NIETO-CUCHUMBAYA,2021-02-22 00:00:00,180103,1,3,0.0,-48.91428571428572,0.0
MOQUEGUA-MARISCAL NIETO-MOQUEGUA,MOQUEGUA-MARISCAL NIETO-MOQUEGUA,2021-03-01 00:00:00,180101,72,24,1.0,-67.2,399.0
MOQUEGUA-MARISCAL NIETO-SAMEGUA,MOQUEGUA-MARISCAL NIETO-SAMEGUA,2021-03-01 00:00:00,180104,1,7,0.0,-67.2,0.0
MOQUEGUA-MARISCAL NIETO-SAN CRISTOBAL,MOQUEGUA-MARISCAL NIETO-SAN CRISTOBAL,2021-02-22 00:00:00,180105,1,4,0.0,-48.91428571428572,0.0
MOQUEGUA-MARISCAL NIETO-TORATA,MOQUEGUA-MARISCAL NIETO-TORATA,2021-03-01 00:00:00,180106,2,5,0.0,-67.2,0.0
PASCO-OXAPAMPA-CHONTABAMBA,PASCO-OXAPAMPA-CHONTABAMBA,2021-03-01 00:00:00,190302,3,4,0.0,-28.8,12.0
PASCO-OXAPAMPA-CONSTITUCION,PASCO-OXAPAMPA-CONSTITUCION,2021-03-01 00:00:00,190308,10,11,0.0,-28.8,0.0
PASCO-OXAPAMPA-HUANCABAMBA,PASCO-OXAPAMPA-HUANCABAMBA,2021-03-01 00:00:00,190303,2,4,1.0,-28.8,0.0
PASCO-OXAPAMPA-OXAPAMPA,PASCO-OXAPAMPA-OXAPAMPA,2021-03-01 00:00:00,190301,8,3,0.0,-28.8,89.0
PASCO-OXAPAMPA-PALCAZU,PASCO-OXAPAMPA-PALCAZU,2021-02-22 00:00:00,190304,4,6,0.0,-18.514285714285716,23.0
PASCO-OXAPAMPA-POZUZO,PASCO-OXAPAMPA-POZUZO,2021-02-22 00:00:00,190305,5,10,1.0,-18.514285714285716,21.0
PASCO-OXAPAMPA-PUERTO BERMUDEZ,PASCO-OXAPAMPA-PUERTO BERMUDEZ,2021-03-01 00:00:00,190306,7,8,1.0,-28.8,22.0
PASCO-OXAPAMPA-VILLA RICA,PASCO-OXAPAMPA-VILLA RICA,2021-03-01 00:00:00,190307,16,35,1.0,-28.8,80.0
PASCO-PASCO-CHAUPIMARCA,PASCO-PASCO-CHAUPIMARCA,2021-03-01 00:00:00,190101,1,8,0.0,-34.4,18.0
PASCO-PASCO-HUACHON,PASCO-PASCO-HUACHON,2021-02-22 00:00:00,190102,1,3,0.0,-24.714285714285715,22.0
PASCO-PASCO-HUARIACA,PASCO-PASCO-HUARIACA,2021-03-01 00:00:00,190103,2,7,0.0,-34.4,25.0
PASCO-PASCO-HUAYLLAY,PASCO-PASCO-HUAYLLAY,2021-02-22 00:00:00,190104,6,11,0.0,-24.714285714285715,26.0
PASCO-PASCO-NINACACA,PASCO-PASCO-NINACACA,2021-03-01 00:00:00,190105,2,4,0.0,-34.4,0.0
PASCO-PASCO-PALLANCHACRA,PASCO-PASCO-PALLANCHACRA,2021-02-22 00:00:00,190106,3,3,0.0,-24.714285714285715,13.0
PASCO-PASCO-PAUCARTAMBO,PASCO-PASCO-PAUCARTAMBO,2021-03-01 00:00:00,190107,1,2,0.0,-34.4,32.0
PASCO-PASCO-SIMON BOLIVAR,PASCO-PASCO-SIMON BOLIVAR,2021-03-01 00:00:00,190109,4,11,0.0,-34.4,4.0
PASCO-PASCO-TICLACAYAN,PASCO-PASCO-TICLACAYAN,2021-03-01 00:00:00,190110,1,5,0.0,-34.4,1.0
PASCO-PASCO-TINYAHUARCO,PASCO-PASCO-TINYAHUARCO,2021-02-22 00:00:00,190111,1,5,0.0,-24.714285714285715,11.0
PASCO-PASCO-VICCO,PASCO-PASCO-VICCO,2021-03-01 00:00:00,190112,1,10,0.0,-34.4,0.0
PASCO-PASCO-YANACANCHA,PASCO-PASCO-YANACANCHA,2021-03-01 00:00:00,190113,4,11,1.0,-34.4,153.0
PIURA-HUANCABAMBA-CANCHAQUE,PIURA-HUANCABAMBA-CANCHAQUE,2021-01-25 00:00:00,200302,3,3,0.0,-4.342857142857143,0.0
PIURA-HUANCABAMBA-EL CARMEN DE LA FRONTERA,,,,,,,,
PIURA-HUANCABAMBA-HUANCABAMBA,PIURA-HUANCABAMBA-HUANCABAMBA,2021-02-22 00:00:00,200301,1,3,1.0,-2.1714285714285717,62.0
PIURA-HUANCABAMBA-HUARMACA,PIURA-HUANCABAMBA-HUARMACA,2021-02-22 00:00:00,200304,3,6,0.0,-2.1714285714285717,104.0
PIURA-HUANCABAMBA-LALAQUIZ,PIURA-HUANCABAMBA-LALAQUIZ,2020-12-14 00:00:00,200305,1,1,0.0,1.5714285714285716,0.0
PIURA-HUANCABAMBA-SAN MIGUEL DE EL FAIQUE,PIURA-HUANCABAMBA-SAN MIGUEL DE EL FAIQUE,2021-01-11 00:00:00,200306,5,4,0.0,-0.4,0.0
PIURA-HUANCABAMBA-SONDOR,PIURA-HUANCABAMBA-SONDOR,2020-09-07 00:00:00,200307,1,1,0.0,0.3,0.0
PIURA-PAITA-AMOTAPE,PIURA-PAITA-AMOTAPE,2021-02-22 00:00:00,200502,3,4,0.0,-10.228571428571428,11.0
PIURA-PAITA-ARENAL,PIURA-PAITA-ARENAL,2021-02-08 00:00:00,200503,1,1,0.0,-11.542857142857141,0.0
PIURA-PAITA-COLAN,PIURA-PAITA-COLAN,2021-03-01 00:00:00,200504,3,2,0.0,-16.4,36.0
PIURA-PAITA-LA HUACA,PIURA-PAITA-LA HUACA,2021-02-22 00:00:00,200505,8,7,1.0,-10.228571428571428,57.0
PIURA-PAITA-PAITA,PIURA-PAITA-PAITA,2021-03-01 00:00:00,200501,8,23,0.0,-16.4,173.0
PIURA-PAITA-TAMARINDO,PIURA-PAITA-TAMARINDO,2021-02-22 00:00:00,200506,8,6,0.0,-10.228571428571428,17.0
PIURA-PAITA-VICHAYAL,PIURA-PAITA-VICHAYAL,2021-03-01 00:00:00,200507,2,4,0.0,-16.4,0.0
PIURA-PIURA-CASTILLA,PIURA-PIURA-CASTILLA,2021-03-01 00:00:00,200104,28,49,0.0,-41.4,72.0
PIURA-PIURA-CATACAOS,PIURA-PIURA-CATACAOS,2021-03-01 00:00:00,200105,3,12,2.0,-41.4,1.0
PIURA-PIURA-CURA MORI,PIURA-PIURA-CURA MORI,2021-03-01 00:00:00,200107,1,3,0.0,-41.4,0.0
PIURA-PIURA-EL TALLAN,PIURA-PIURA-EL TALLAN,2021-02-22 00:00:00,200108,2,1,0.0,-30.628571428571423,0.0
PIURA-PIURA-LA ARENA,PIURA-PIURA-LA ARENA,2021-03-01 00:00:00,200109,1,8,0.0,-41.4,0.0
PIURA-PIURA-LA UNION,PIURA-PIURA-LA UNION,2021-03-01 00:00:00,200110,4,17,0.0,-41.4,17.0
PIURA-PIURA-LAS LOMAS,PIURA-PIURA-LAS LOMAS,2021-03-01 00:00:00,200111,8,6,0.0,-41.4,8.0
PIURA-PIURA-PIURA,PIURA-PIURA-PIURA,2021-03-01 00:00:00,200101,45,99,0.0,-41.4,17.0
PIURA-PIURA-TAMBO GRANDE,PIURA-PIURA-TAMBO GRANDE,2021-03-01 00:00:00,200114,2,8,0.0,-41.4,0.0
PIURA-PIURA-VEINTISEIS DE OCTUBRE,PIURA-PIURA-VEINTISEIS DE OCTUBRE,2021-03-01 00:00:00,200115,21,44,1.0,-41.4,0.0
PIURA-SECHURA-BELLAVISTA DE LA UNION,PIURA-SECHURA-BELLAVISTA DE LA UNION,2021-02-22 00:00:00,200802,1,3,0.0,-21.314285714285713,0.0
PIURA-SECHURA-BERNAL,PIURA-SECHURA-BERNAL,2021-03-01 00:00:00,200803,2,4,0.0,-27.2,26.0
PIURA-SECHURA-CRISTO NOS VALGA,PIURA-SECHURA-CRISTO NOS VALGA,2021-01-04 00:00:00,200804,1,4,0.0,-21.971428571428568,0.0
PIURA-SECHURA-SECHURA,PIURA-SECHURA-SECHURA,2021-02-22 00:00:00,200801,25,17,0.0,-21.314285714285713,82.0
PIURA-SECHURA-VICE,PIURA-SECHURA-VICE,2021-02-22 00:00:00,200805,1,3,0.0,-21.314285714285713,0.0
PIURA-SULLANA-BELLAVISTA,PIURA-SULLANA-BELLAVISTA,2021-03-01 00:00:00,200602,2,1,0.0,-39.2,134.0
PIURA-SULLANA-IGNACIO ESCUDERO,PIURA-SULLANA-IGNACIO ESCUDERO,2021-03-01 00:00:00,200603,3,14,1.0,-39.2,2.0
PIURA-SULLANA-LANCONES,PIURA-SULLANA-LANCONES,2021-03-01 00:00:00,200604,8,7,0.0,-39.2,0.0
PIURA-SULLANA-MARCAVELICA,PIURA-SULLANA-MARCAVELICA,2021-03-01 00:00:00,200605,8,16,0.0,-39.2,0.0
PIURA-SULLANA-MIGUEL CHECA,PIURA-SULLANA-MIGUEL CHECA,2021-03-01 00:00:00,200606,1,5,0.0,-39.2,6.0
PIURA-SULLANA-QUERECOTILLO,PIURA-SULLANA-QUERECOTILLO,2021-03-01 00:00:00,200607,3,3,0.0,-39.2,57.0
PIURA-SULLANA-SALITRAL,PIURA-SULLANA-SALITRAL,2021-02-22 00:00:00,200608,2,4,0.0,-27.28571428571429,46.0
PIURA-SULLANA-SULLANA,PIURA-SULLANA-SULLANA,2021-03-01 00:00:00,200601,12,15,0.0,-39.2,405.0
PIURA-TALARA-EL ALTO,PIURA-TALARA-EL ALTO,2021-02-22 00:00:00,200702,1,2,0.0,-32.6,18.0
PIURA-TALARA-LA BREA,PIURA-TALARA-LA BREA,2021-02-22 00:00:00,200703,11,9,0.0,-32.6,24.0
PIURA-TALARA-LOBITOS,PIURA-TALARA-LOBITOS,2021-01-04 00:00:00,200704,1,2,0.0,-24.2,0.0
PIURA-TALARA-LOS ORGANOS,PIURA-TALARA-LOS ORGANOS,2021-03-01 00:00:00,200705,3,6,0.0,-43.0,0.0
PIURA-TALARA-MANCORA,PIURA-TALARA-MANCORA,2021-03-01 00:00:00,200706,2,7,0.0,-43.0,0.0
PIURA-TALARA-PARIÑAS,PIURA-TALARA-PARIÑAS,2021-03-01 00:00:00,200701,9,15,0.0,-43.0,150.0
PUNO-CHUCUITO-DESAGUADERO,PUNO-CHUCUITO-DESAGUADERO,2021-03-01 00:00:00,210402,4,5,1.0,-11.4,3.0
PUNO-CHUCUITO-HUACULLANI,PUNO-CHUCUITO-HUACULLANI,2021-02-15 00:00:00,210403,1,2,0.0,-13.828571428571427,0.0
PUNO-CHUCUITO-JULI,PUNO-CHUCUITO-JULI,2021-03-01 00:00:00,210401,1,2,0.0,-11.4,43.0
PUNO-CHUCUITO-KELLUYO,PUNO-CHUCUITO-KELLUYO,2021-02-08 00:00:00,210404,1,2,0.0,-13.028571428571428,0.0
PUNO-CHUCUITO-PISACOMA,PUNO-CHUCUITO-PISACOMA,2021-01-25 00:00:00,210405,1,2,0.0,-9.714285714285714,0.0
PUNO-CHUCUITO-POMATA,PUNO-CHUCUITO-POMATA,2021-02-22 00:00:00,210406,1,3,1.0,-10.400000000000002,0.0
PUNO-CHUCUITO-ZEPITA,PUNO-CHUCUITO-ZEPITA,2021-02-15 00:00:00,210407,1,4,0.0,-13.828571428571427,23.0
PUNO-EL COLLAO-CONDURIRI,,,,,,,,
PUNO-EL COLLAO-ILAVE,PUNO-EL COLLAO-ILAVE,2021-03-01 00:00:00,210501,1,5,0.0,-21.8,57.0
PUNO-EL COLLAO-PILCUYO,PUNO-EL COLLAO-PILCUYO,2021-02-22 00:00:00,210503,2,3,0.0,-8.714285714285714,28.0
PUNO-EL COLLAO-SANTA ROSA,PUNO-EL COLLAO-SANTA ROSA,2021-02-15 00:00:00,210504,2,3,0.0,-11.514285714285714,10.0
PUNO-MELGAR-ANTAUTA,PUNO-MELGAR-ANTAUTA,2021-02-22 00:00:00,210802,1,2,0.0,-6.171428571428573,1.0
PUNO-MELGAR-AYAVIRI,PUNO-MELGAR-AYAVIRI,2021-03-01 00:00:00,210801,6,22,0.0,-8.4,195.0
PUNO-MELGAR-CUPI,PUNO-MELGAR-CUPI,2021-02-22 00:00:00,210803,1,1,0.0,-6.171428571428573,0.0
PUNO-MELGAR-LLALLI,PUNO-MELGAR-LLALLI,2021-02-01 00:00:00,210804,3,2,0.0,-7.6,0.0
PUNO-MELGAR-MACARI,PUNO-MELGAR-MACARI,2021-02-08 00:00:00,210805,4,5,0.0,-7.514285714285714,0.0
PUNO-MELGAR-NUÑOA,PUNO-MELGAR-NUÑOA,2021-02-22 00:00:00,210806,4,4,0.0,-6.171428571428573,0.0
PUNO-MELGAR-ORURILLO,PUNO-MELGAR-ORURILLO,2021-03-01 00:00:00,210807,1,2,0.0,-8.4,0.0
PUNO-MELGAR-SANTA ROSA,PUNO-MELGAR-SANTA ROSA,2021-03-01 00:00:00,210808,1,1,0.0,-8.4,0.0
PUNO-MELGAR-UMACHIRI,PUNO-MELGAR-UMACHIRI,2021-01-18 00:00:00,210809,1,2,0.0,-7.085714285714286,0.0
PUNO-PUNO-ACORA,PUNO-PUNO-ACORA,2021-03-01 00:00:00,210102,2,5,0.0,-65.0,0.0
PUNO-PUNO-AMANTANI,PUNO-PUNO-AMANTANI,2021-03-01 00:00:00,210103,1,10,0.0,-65.0,0.0
PUNO-PUNO-ATUNCOLLA,PUNO-PUNO-ATUNCOLLA,2021-02-08 00:00:00,210104,5,4,0.0,-53.71428571428571,0.0
PUNO-PUNO-CAPACHICA,PUNO-PUNO-CAPACHICA,2021-03-01 00:00:00,210105,1,4,0.0,-65.0,0.0
PUNO-PUNO-CHUCUITO,PUNO-PUNO-CHUCUITO,2021-03-01 00:00:00,210106,1,3,0.0,-65.0,0.0
PUNO-PUNO-COATA,PUNO-PUNO-COATA,2021-03-01 00:00:00,210107,2,2,0.0,-65.0,0.0
PUNO-PUNO-HUATA,PUNO-PUNO-HUATA,2021-02-08 00:00:00,210108,1,2,0.0,-53.71428571428571,0.0
PUNO-PUNO-MAÑAZO,PUNO-PUNO-MAÑAZO,2021-03-01 00:00:00,210109,4,5,0.0,-65.0,0.0
PUNO-PUNO-PAUCARCOLLA,PUNO-PUNO-PAUCARCOLLA,2021-02-22 00:00:00,210110,1,2,0.0,-50.342857142857135,9.0
PUNO-PUNO-PICHACANI,PUNO-PUNO-PICHACANI,2021-02-22 00:00:00,210111,1,6,1.0,-50.342857142857135,44.0
PUNO-PUNO-PLATERIA,PUNO-PUNO-PLATERIA,2021-02-22 00:00:00,210112,1,2,0.0,-50.342857142857135,20.0
PUNO-PUNO-PUNO,PUNO-PUNO-PUNO,2021-03-01 00:00:00,210101,39,59,2.0,-65.0,132.0
PUNO-PUNO-SAN ANTONIO,PUNO-PUNO-SAN ANTONIO,2021-02-15 00:00:00,210113,1,2,1.0,-54.25714285714287,0.0
PUNO-PUNO-TIQUILLACA,PUNO-PUNO-TIQUILLACA,2021-02-22 00:00:00,210114,1,3,0.0,-50.342857142857135,2.0
PUNO-PUNO-VILQUE,PUNO-PUNO-VILQUE,2021-02-22 00:00:00,210115,3,2,0.0,-50.342857142857135,10.0
PUNO-SAN ROMAN-CABANA,PUNO-SAN ROMAN-CABANA,2021-02-22 00:00:00,211102,1,3,0.0,-19.0,21.0
PUNO-SAN ROMAN-CABANILLAS,PUNO-SAN ROMAN-CABANILLAS,2021-03-01 00:00:00,211103,1,2,0.0,-21.6,1.0
PUNO-SAN ROMAN-CARACOTO,PUNO-SAN ROMAN-CARACOTO,2021-03-01 00:00:00,211104,1,4,0.0,-21.6,0.0
PUNO-SAN ROMAN-JULIACA,PUNO-SAN ROMAN-JULIACA,2021-03-01 00:00:00,211101,44,77,7.0,-21.6,414.0
PUNO-SAN ROMAN-SAN MIGUEL,PUNO-SAN ROMAN-SAN MIGUEL,2021-02-22 00:00:00,211105,4,4,0.0,-19.0,0.0
PUNO-YUNGUYO-ANAPIA,PUNO-YUNGUYO-ANAPIA,2020-10-19 00:00:00,211302,1,2,0.0,-8.4,0.0
PUNO-YUNGUYO-COPANI,PUNO-YUNGUYO-COPANI,2020-12-14 00:00:00,211303,1,1,0.0,-7.542857142857143,0.0
PUNO-YUNGUYO-CUTURAPI,PUNO-YUNGUYO-CUTURAPI,2021-02-15 00:00:00,211304,2,2,0.0,-10.742857142857144,1.0
PUNO-YUNGUYO-OLLARAYA,PUNO-YUNGUYO-OLLARAYA,2021-03-01 00:00:00,211305,1,14,0.0,-15.4,1.0
PUNO-YUNGUYO-TINICACHI,,,,,,,,
PUNO-YUNGUYO-UNICACHI,PUNO-YUNGUYO-UNICACHI,2021-02-08 00:00:00,211307,1,2,0.0,-11.457142857142859,0.0
PUNO-YUNGUYO-YUNGUYO,PUNO-YUNGUYO-YUNGUYO,2021-02-22 00:00:00,211301,16,2,1.0,-9.914285714285715,62.0
SAN MARTIN-LAMAS-ALONSO DE ALVARADO,SAN MARTIN-LAMAS-ALONSO DE ALVARADO,2021-02-15 00:00:00,220502,2,3,0.0,-12.971428571428572,73.0
SAN MARTIN-LAMAS-BARRANQUITA,SAN MARTIN-LAMAS-BARRANQUITA,2021-01-25 00:00:00,220503,2,4,0.0,-7.685714285714286,0.0
SAN MARTIN-LAMAS-CAYNARACHI,SAN MARTIN-LAMAS-CAYNARACHI,2021-02-22 00:00:00,220504,3,11,1.0,-13.085714285714285,0.0
SAN MARTIN-LAMAS-CUÑUMBUQUI,SAN MARTIN-LAMAS-CUÑUMBUQUI,2021-02-22 00:00:00,220505,4,3,0.0,-13.085714285714285,0.0
SAN MARTIN-LAMAS-LAMAS,SAN MARTIN-LAMAS-LAMAS,2021-03-01 00:00:00,220501,4,24,1.0,-19.0,72.0
SAN MARTIN-LAMAS-PINTO RECODO,SAN MARTIN-LAMAS-PINTO RECODO,2020-10-19 00:00:00,220506,1,7,0.0,-9.0,0.0
SAN MARTIN-LAMAS-RUMISAPA,SAN MARTIN-LAMAS-RUMISAPA,2021-03-01 00:00:00,220507,1,4,0.0,-19.0,0.0
SAN MARTIN-LAMAS-SAN ROQUE DE CUMBAZA,SAN MARTIN-LAMAS-SAN ROQUE DE CUMBAZA,2021-01-11 00:00:00,220508,3,6,0.0,-6.0,0.0
SAN MARTIN-LAMAS-SHANAO,SAN MARTIN-LAMAS-SHANAO,2020-11-23 00:00:00,220509,21,21,0.0,-8.457142857142859,0.0
SAN MARTIN-LAMAS-TABALOSOS,SAN MARTIN-LAMAS-TABALOSOS,2021-02-15 00:00:00,220510,1,8,0.0,-12.971428571428572,25.0
SAN MARTIN-LAMAS-ZAPATERO,SAN MARTIN-LAMAS-ZAPATERO,2021-01-18 00:00:00,220511,2,5,0.0,-9.342857142857143,0.0
SAN MARTIN-MOYOBAMBA-CALZADA,SAN MARTIN-MOYOBAMBA-CALZADA,2021-02-08 00:00:00,220102,2,2,1.0,-24.285714285714285,0.0
SAN MARTIN-MOYOBAMBA-HABANA,SAN MARTIN-MOYOBAMBA-HABANA,2021-02-15 00:00:00,220103,1,1,0.0,-21.342857142857145,0.0
SAN MARTIN-MOYOBAMBA-JEPELACIO,SAN MARTIN-MOYOBAMBA-JEPELACIO,2021-03-01 00:00:00,220104,2,3,0.0,-35.6,11.0
SAN MARTIN-MOYOBAMBA-MOYOBAMBA,SAN MARTIN-MOYOBAMBA-MOYOBAMBA,2021-03-01 00:00:00,220101,43,55,0.0,-35.6,299.0
SAN MARTIN-MOYOBAMBA-SORITOR,SAN MARTIN-MOYOBAMBA-SORITOR,2021-03-01 00:00:00,220105,13,16,0.0,-35.6,47.0
SAN MARTIN-MOYOBAMBA-YANTALO,SAN MARTIN-MOYOBAMBA-YANTALO,2021-02-01 00:00:00,220106,1,1,0.0,-25.114285714285717,0.0
SAN MARTIN-RIOJA-AWAJUN,SAN MARTIN-RIOJA-AWAJUN,2021-02-22 00:00:00,220802,2,9,0.0,-21.285714285714285,0.0
SAN MARTIN-RIOJA-ELIAS SOPLIN VARGAS,SAN MARTIN-RIOJA-ELIAS SOPLIN VARGAS,2021-02-22 00:00:00,220803,4,5,0.0,-21.285714285714285,0.0
SAN MARTIN-RIOJA-NUEVA CAJAMARCA,SAN MARTIN-RIOJA-NUEVA CAJAMARCA,2021-03-01 00:00:00,220804,5,8,1.0,-31.6,45.0
SAN MARTIN-RIOJA-PARDO MIGUEL,SAN MARTIN-RIOJA-PARDO MIGUEL,2021-03-01 00:00:00,220805,6,7,0.0,-31.6,22.0
SAN MARTIN-RIOJA-POSIC,SAN MARTIN-RIOJA-POSIC,2021-02-22 00:00:00,220806,1,1,1.0,-21.285714285714285,0.0
SAN MARTIN-RIOJA-RIOJA,SAN MARTIN-RIOJA-RIOJA,2021-03-01 00:00:00,220801,13,29,1.0,-31.6,260.0
SAN MARTIN-RIOJA-SAN FERNANDO,SAN MARTIN-RIOJA-SAN FERNANDO,2021-01-18 00:00:00,220807,1,4,0.0,-21.4,0.0
SAN MARTIN-RIOJA-YORONGOS,SAN MARTIN-RIOJA-YORONGOS,2020-12-21 00:00:00,220808,1,2,0.0,-15.285714285714286,0.0
